Fiscal Year,Related Govt Units,Organization Group Code,Organization Group,Department Code,Department,Program Code,Program,Character Code,Character,Object Code,Object,Sub-object Code,Sub-object,Fund Type Code,Fund Type,Fund Code,Fund,Fund Category Code,Fund Category,Purchase Order,Supplier & Other Non-Supplier Payees,Vouchers Paid,Vouchers Pending,Encumbrance Balance,Vouchers Pending Retainage,data_as_of,data_loaded_at,Non-Profit Indicator,Contract Number,Contract Title,Purchase Order Date,Purchasing Authority Description
2010,No,6,General Administration & Finance,ADM,ADM Gen Svcs Agency-City Admin,FFJ,Vehicle & Equipment Main & Fueling,540,Materials & Supplies,543,Equipment Maintenance Supplies,543310,Vehicle Parts-Supplies,6I,Internal Service Funds,6ICSF,Central Shops Fund,1.0,Operating,DPPR1000065501,SERRAMONTE FORD INC,1223.61,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,2,"Public Works, Transportation & Commerce",CWP,WWE Wastewater Enterprise,BDC,Wastewater Treatment,540,Materials & Supplies,543,Equipment Maintenance Supplies,543990,Other Equipment Maint Supplies,5C,PUC Wastewater Funds,5CAAA,Wastewater Operating Fund,1.0,Operating,DPWP0900174801,SIEMENS WATER TECHNOLOGIES CORP,76.43,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,2,"Public Works, Transportation & Commerce",PUC,PUB Public Utilities Bureaus,BCI,Water Capital Projects,521,Non Personnel Services,527,Profess & Specialized Svcs,527020,Engineering Services,5W,PUC Water Department Funds,5WCPF,Water Capital Projects Fund,3.0,Continuing Projects,DPUW0900526701,JACK PETER MOEHLE,0.0,2166.0,,2834.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,2,"Public Works, Transportation & Commerce",DPW,DPW GSA - Public Works,BAZ,Street Environmental Services,540,Materials & Supplies,542,Building & Constructn Supplies,542510,Painters Supplies,1G,General Fund,1GAGF,General Fund,1.0,Operating,DPSE1000006601,THE GLIDDEN CO DBA ICI DULUX PAINT CTRS,1454.06,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,3,Human Welfare & Neighborhood Development,CHF,CHF Children;Youth & Families,CBI,Children's Fund Programs,538,City Grant Programs,538,City Grant Programs,538010,Community Based Org Srvcs,2S,Special Revenue Funds,2SCHF,Children's Fund,1.0,Operating,DPCH0900014401,CENTER ON JUVENILE & CRIMINAL JUSTICE,4983.47,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,BEN,Rail & Bus Services,521,Non Personnel Services,529,Maintenance Svcs-Equipment,529210,Veh Maint (Non Central Shops),5M,MTA Municipal Railway Funds,5MAAA,Muni Operating Fund,3.0,Continuing Projects,POPT0900095202,A-Z BUS SALES INC,0.0,0.0,,3500.01,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,2,"Public Works, Transportation & Commerce",CWP,WWE Wastewater Enterprise,BDE,Wastewater Collection,521,Non Personnel Services,535,Other Current Expenses,535990,Other Current Expenses,5C,PUC Wastewater Funds,5CAAA,Wastewater Operating Fund,1.0,Operating,DPWP1000026001,TEMPOSITIONS INC,2531.56,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,1,Public Protection,FIR,FIR Fire Department,AAD,Administration & Support Services,540,Materials & Supplies,547,Fuels And Lubricants,547990,Fuels & Lubricants,1G,General Fund,1GAGF,General Fund,1.0,Operating,DPFC1000010701,WESTERN STATES OIL,653516.12,94804.87,,121717.92,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,4,Community Health,DPH,DPH Public Health,D1H,SFGH - Acute Care - Hospital,540,Materials & Supplies,544,Hospital;Clinic & Lab Supplies,544990,"Other Hosp, Clinics&Lab Supply",5H,General Hospital Medical Center Funds,5HAAA,General Hopsital Operating Fund,1.0,Operating,Direct Payments,BAUSCH & LOMB INC,38937.54,3121.82,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,2,"Public Works, Transportation & Commerce",CWP,WWE Wastewater Enterprise,BDC,Wastewater Treatment,521,Non Personnel Services,535,Other Current Expenses,535210,Freight-Delivery,5C,PUC Wastewater Funds,5CAAA,Wastewater Operating Fund,1.0,Operating,DPWP0900016301,EXPRESS OVERNITE,37.09,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,2,"Public Works, Transportation & Commerce",AIR,AIR Airport Commission,BG6,Facilities,540,Materials & Supplies,542,Building & Constructn Supplies,542990,Other Bldg Maint Supplies,5A,SF International Airport Funds,5AAAA,Airport Operating Fund,1.0,Operating,DPAC1000112701,LUSK METALS & PLASTICS-NC,1551.11,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,4,Community Health,DPH,DPH Public Health,D1H,SFGH - Acute Care - Hospital,521,Non Personnel Services,535,Other Current Expenses,535960,Software Licensing Fees,5H,General Hospital Medical Center Funds,5HAAA,General Hopsital Operating Fund,1.0,Operating,DPHG1000128501,CONNECTION,618.17,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,6,General Administration & Finance,ADM,ADM Gen Svcs Agency-City Admin,FFJ,Vehicle & Equipment Main & Fueling,540,Materials & Supplies,543,Equipment Maintenance Supplies,543310,Vehicle Parts-Supplies,6I,Internal Service Funds,6ICSF,Central Shops Fund,1.0,Operating,Direct Payments,CALIFORNIA DIESEL & POWER,665.58,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,6,General Administration & Finance,MYR,MYR Mayor,FAB,Community Investment,538,City Grant Programs,538,City Grant Programs,538010,Community Based Org Srvcs,2S,Special Revenue Funds,2SCDB,Community Development Fund,4.0,Grants,DPMO0800013001,SAN FRANCISCO STATE UNIVERSITY,130000.0,0.0,,161000.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,2,"Public Works, Transportation & Commerce",DPW,DPW GSA - Public Works,BDK,Water Transmission/ Distribution,540,Materials & Supplies,542,Building & Constructn Supplies,542210,Hardware,5W,PUC Water Department Funds,5WCPF,Water Capital Projects Fund,3.0,Continuing Projects,DPBR1000121601,R & H WHOLESALE SUPPLY INC,0.0,0.0,,236.81,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,2,"Public Works, Transportation & Commerce",DPW,DPW GSA - Public Works,BKJ,General Administration,540,Materials & Supplies,549,Other Materials & Supplies,549500,Office Supply-Citywide Contrac,2S,Special Revenue Funds,2SPWF,"Public Works, Transp. & Commerce Fund",5.0,Work Orders/Overhead,DPGA1000004602,STAPLES INC & SUBSIDIARIES,0.0,0.0,,5000.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,BEN,Rail & Bus Services,540,Materials & Supplies,543,Equipment Maintenance Supplies,543310,Vehicle Parts-Supplies,5M,MTA Municipal Railway Funds,5MAAA,Muni Operating Fund,1.0,Operating,DPPT1000162702,UTILITY AERIAL INC,190.6,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,2,"Public Works, Transportation & Commerce",WTR,WTR Water Enterprise,BDJ,Water Source Of Supply,521,Non Personnel Services,535,Other Current Expenses,535990,Other Current Expenses,5W,PUC Water Department Funds,5WAAA,Water Operating Fund,1.0,Operating,Direct Payments,BLANCHE PROCTOR,125.0,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,6,General Administration & Finance,TTX,TTX Treasurer/Tax Collector,FCO,Business Tax Fund,540,Materials & Supplies,549,Other Materials & Supplies,549310,Forms,1G,General Fund,1GAGF,General Fund,1.0,Operating,DPTX1000005701,RR DONNELLEY,649.62,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,CAM,Adult Services,521,Non Personnel Services,535,Other Current Expenses,535710,Subscriptions,1G,General Fund,1GAGF,General Fund,1.0,Operating,DPAG1000006801,LEXISNEXIS RISK DATA MANAGEMENT INC,357.0,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,4,Community Health,DPH,DPH Public Health,DA5,Laguna Honda - Long Term Care,540,Materials & Supplies,542,Building & Constructn Supplies,542210,Hardware,5L,Laguna Honda Hospital Funds,5LAAA,Laguna Honda Operating Fund,1.0,Operating,DPHL1000113601,ACCESS HARDWARE SUPPLY,0.0,400.56,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,2,"Public Works, Transportation & Commerce",AIR,AIR Airport Commission,BG6,Facilities,521,Non Personnel Services,535,Other Current Expenses,535710,Subscriptions,5A,SF International Airport Funds,5AAAA,Airport Operating Fund,1.0,Operating,DPAC1000099701,NATIONAL FIRE PROTECTION ASSOCIATION,2400.71,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,2,"Public Works, Transportation & Commerce",WTR,WTR Water Enterprise,BDJ,Water Source Of Supply,521,Non Personnel Services,535,Other Current Expenses,535990,Other Current Expenses,5W,PUC Water Department Funds,5WAAA,Water Operating Fund,1.0,Operating,Direct Payments,KATHERINE FONG,500.0,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,2,"Public Works, Transportation & Commerce",WTR,WTR Water Enterprise,BDJ,Water Source Of Supply,521,Non Personnel Services,535,Other Current Expenses,535990,Other Current Expenses,5W,PUC Water Department Funds,5WAAA,Water Operating Fund,1.0,Operating,Direct Payments,VOULA SPIROPOULOS,0.0,125.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,2,"Public Works, Transportation & Commerce",HHP,HHP Hetch Hetchy Water & Power,BDK,Water Transmission/ Distribution,540,Materials & Supplies,549,Other Materials & Supplies,549110,Agricultural Supplies,5T,PUC Hetch Hetchy Funds,5TAAA,Hetch Hetchy Operating Fund,1.0,Operating,DPUH1000231701,MIKES MOWERS,550.71,58.13,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,1,Public Protection,POL,POL Police,ACM,Operations And Administration,540,Materials & Supplies,545,Safety,545310,Uniforms,1G,General Fund,1GAGF,General Fund,1.0,Operating,DPPC1000061101,GALLS LLC QUARTERMASTER LLC,0.0,659.71,,1767.66,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,BEN,Rail & Bus Services,540,Materials & Supplies,543,Equipment Maintenance Supplies,543310,Vehicle Parts-Supplies,5M,MTA Municipal Railway Funds,5MAAA,Muni Operating Fund,1.0,Operating,DPPT0900475201,BETTS SPRING CO,235.7,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,2,"Public Works, Transportation & Commerce",DPW,DPW GSA - Public Works,BAR,Building Repair And Maintenance,540,Materials & Supplies,542,Building & Constructn Supplies,542110,Electrical,2S,Special Revenue Funds,2SPWF,"Public Works, Transp. & Commerce Fund",3.0,Continuing Projects,DPBR1000011801,BEARING AGENCIES INC,1868.62,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,CAL,Family And Children's Service,538,City Grant Programs,538,City Grant Programs,538010,Community Based Org Srvcs,1G,General Fund,1GAGF,General Fund,1.0,Operating,DPSS1000003201,SAN FRANCISCO STATE UNIVERSITY,143378.95,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,BEN,Rail & Bus Services,521,Non Personnel Services,535,Other Current Expenses,535210,Freight-Delivery,5M,MTA Municipal Railway Funds,5MAAA,Muni Operating Fund,1.0,Operating,DPPT1000052502,COLE HARDWARE,15.0,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,BEN,Rail & Bus Services,540,Materials & Supplies,541,Inventories,541100,Inventories-Purchase,5M,MTA Municipal Railway Funds,5MAAA,Muni Operating Fund,1.0,Operating,DPPT1000131301,MOTOROLA SOLUTIONS INC,2457.18,0.0,,1990.22,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,4,Community Health,DPH,DPH Public Health,XXX,No Program Defined,540,Materials & Supplies,541,Inventories,541100,Inventories-Purchase,5L,Laguna Honda Hospital Funds,5LAAA,Laguna Honda Operating Fund,1.0,Operating,Direct Payments,LINDA KITTLITZ & ASSOC,2066.76,139.48,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,2,"Public Works, Transportation & Commerce",WTR,WTR Water Enterprise,BDA,Administration,540,Materials & Supplies,543,Equipment Maintenance Supplies,543310,Vehicle Parts-Supplies,5W,PUC Water Department Funds,5WAAA,Water Operating Fund,1.0,Operating,DPUW0900559101,PACIFIC AUTOMOTIVE CO,29.02,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,2,"Public Works, Transportation & Commerce",WTR,WTR Water Enterprise,BDM,Water Treatment,540,Materials & Supplies,542,Building & Constructn Supplies,542110,Electrical,5W,PUC Water Department Funds,5WAAA,Water Operating Fund,1.0,Operating,DPUW1000426701,MALTBY ELECTRIC SUPPLY CO INC,0.0,534.45,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,BEN,Rail & Bus Services,540,Materials & Supplies,542,Building & Constructn Supplies,542990,Other Bldg Maint Supplies,5M,MTA Municipal Railway Funds,5MAAA,Muni Operating Fund,1.0,Operating,DPPT0900589701,COLE HARDWARE,0.0,0.0,,4499.66,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,BEN,Rail & Bus Services,540,Materials & Supplies,542,Building & Constructn Supplies,542810,Small Tools And Intruments,5M,MTA Municipal Railway Funds,5MAAA,Muni Operating Fund,1.0,Operating,DPPT0900274201,COLE HARDWARE,2600.76,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,6,General Administration & Finance,ADM,ADM Gen Svcs Agency-City Admin,FFH,Facilities Mgmt & Operations,540,Materials & Supplies,542,Building & Constructn Supplies,542990,Other Bldg Maint Supplies,2S,Special Revenue Funds,2SRPF,Real Property Fund,3.0,Continuing Projects,DPRE1000088502,PENINSULA AIR CONDITIONING INC,528.84,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,6,General Administration & Finance,ADM,ADM Gen Svcs Agency-City Admin,FFI,Real Estate Services,540,Materials & Supplies,542,Building & Constructn Supplies,542990,Other Bldg Maint Supplies,2S,Special Revenue Funds,2SRPF,Real Property Fund,3.0,Continuing Projects,DPRE1000034701,SANTORA SALES,4098.76,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,4,Community Health,DPH,DPH Public Health,D1H,SFGH - Acute Care - Hospital,540,Materials & Supplies,544,Hospital;Clinic & Lab Supplies,544510,Minor Medical Equipment,5H,General Hospital Medical Center Funds,5HAAA,General Hopsital Operating Fund,1.0,Operating,DPHG1000052401,ACOUSTI-MEDICAL INSTRUMENTS INC,9660.25,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,BEN,Rail & Bus Services,540,Materials & Supplies,543,Equipment Maintenance Supplies,543990,Other Equipment Maint Supplies,5M,MTA Municipal Railway Funds,5MAAA,Muni Operating Fund,1.0,Operating,DPPT0900466601,B C H MFG CO INC,9066.6,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,2,"Public Works, Transportation & Commerce",HHP,HHP Hetch Hetchy Water & Power,BCP,Hetch Hetchy Capital Projects,521,Non Personnel Services,527,Profess & Specialized Svcs,527040,Construction Contracts,5T,PUC Hetch Hetchy Funds,5TAAA,Hetch Hetchy Operating Fund,3.0,Continuing Projects,DPUH0900278301,ENLIGHT ENERGY EFFICIENT LIGHTING INC,358455.36,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,2,"Public Works, Transportation & Commerce",WTR,WTR Water Enterprise,BDJ,Water Source Of Supply,521,Non Personnel Services,535,Other Current Expenses,535990,Other Current Expenses,5W,PUC Water Department Funds,5WAAA,Water Operating Fund,1.0,Operating,Direct Payments,YUK Y TOY,125.0,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,4,Community Health,DPH,DPH Public Health,DMF,Forensics - Ambulatory Care,540,Materials & Supplies,544,Hospital;Clinic & Lab Supplies,544990,"Other Hosp, Clinics&Lab Supply",1G,General Fund,1GAGF,General Fund,1.0,Operating,DPHG1000050701,AUTOMED TECHNOLOGIES INC,1752.11,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,6,General Administration & Finance,REG,REG Elections,FCH,Elections,521,Non Personnel Services,530,Rent&Lease-Building&Structure,530510,Payments For Polling Locations,1G,General Fund,1GAGF,General Fund,1.0,Operating,Direct Payments,NORWEGIAN SEAMENS CHURCH,300.0,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,2,"Public Works, Transportation & Commerce",HHP,HHP Hetch Hetchy Water & Power,BDN,Hetch Hetchy Power,540,Materials & Supplies,549,Other Materials & Supplies,549510,Other Office Supplies,5T,PUC Hetch Hetchy Funds,5TAAA,Hetch Hetchy Operating Fund,1.0,Operating,DPUH1000080401,LASERLINK INTERNATIONAL INC,71.45,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,1,Public Protection,SHF,SHF Sheriff,AFC,Custody,540,Materials & Supplies,549,Other Materials & Supplies,549810,Prisoner Institutional Items,1G,General Fund,1GAGF,General Fund,1.0,Operating,DPSH1000057501,SANTORA SALES,2915.99,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,4,Community Health,DPH,DPH Public Health,DMM,Mental Health - Community Care,540,Materials & Supplies,549,Other Materials & Supplies,549210,Data Processing Supplies,1G,General Fund,1GAGF,General Fund,1.0,Operating,DPHM0900042401,OFFICE DEPOT,16.18,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,6,General Administration & Finance,REG,REG Elections,FCH,Elections,521,Non Personnel Services,527,Profess & Specialized Svcs,527100,Payments To Poll Workers,1G,General Fund,1GAGF,General Fund,1.0,Operating,Direct Payments,KEVIN LI,122.0,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,2,"Public Works, Transportation & Commerce",WTR,WTR Water Enterprise,BDK,Water Transmission/ Distribution,521,Non Personnel Services,529,Maintenance Svcs-Equipment,529210,Veh Maint (Non Central Shops),5W,PUC Water Department Funds,5WAAA,Water Operating Fund,1.0,Operating,DPUW1000252103,UTILITY AERIAL INC,1226.25,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,2,"Public Works, Transportation & Commerce",CWP,WWE Wastewater Enterprise,BDC,Wastewater Treatment,540,Materials & Supplies,543,Equipment Maintenance Supplies,543310,Vehicle Parts-Supplies,5C,PUC Wastewater Funds,5CAAA,Wastewater Operating Fund,1.0,Operating,DPWP1000124201,BAY TRUCK ACCESSORIES INC,63.92,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,3,Human Welfare & Neighborhood Development,CFC,CFC Children & Families Commsn,CFC,Children and Families Fund,538,City Grant Programs,538,City Grant Programs,538010,Community Based Org Srvcs,2S,Special Revenue Funds,2SCFC,Children and Families Fund,4.0,Grants,ENCI0650001104,SAN FRANCISCO CHILD ABUSE PREVENTION CTR,18794.0,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,2,"Public Works, Transportation & Commerce",PRT,PRT Port,BKY,Maintenance,540,Materials & Supplies,542,Building & Constructn Supplies,542610,Plumbing Supplies,5P,Port Of San Francisco Funds,5PAAA,Port Operating Fund,1.0,Operating,DPPO1000056801,CENTRAL BUILDERS SUPPLY,1000.43,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,BE3,"Security, Safety, Training & Enforcement",540,Materials & Supplies,542,Building & Constructn Supplies,542210,Hardware,5M,MTA Municipal Railway Funds,5MAAA,Muni Operating Fund,1.0,Operating,DPPT0900576601,R & H WHOLESALE SUPPLY INC,2685.03,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,BEN,Rail & Bus Services,540,Materials & Supplies,541,Inventories,541100,Inventories-Purchase,5M,MTA Municipal Railway Funds,5MAAA,Muni Operating Fund,1.0,Operating,POPT1000063102,WESTERN SIERRA'S INC,0.0,690.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,4,Community Health,DPH,DPH Public Health,D1H,SFGH - Acute Care - Hospital,521,Non Personnel Services,527,Profess & Specialized Svcs,527860,UC Medical Services,5H,General Hospital Medical Center Funds,5HAAA,General Hopsital Operating Fund,1.0,Operating,DPHG0900021301,REGENTS OF THE UNIVERSITY OF CALIFORNIA,32223.13,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,CAO,Administrative Support,521,Non Personnel Services,535,Other Current Expenses,535960,Software Licensing Fees,1G,General Fund,1GAGF,General Fund,1.0,Operating,POSS1000005301,XTECH,281.0,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,CAM,Adult Services,538,City Grant Programs,538,City Grant Programs,538010,Community Based Org Srvcs,1G,General Fund,1GAGF,General Fund,1.0,Operating,DPAG1000000901,SAN FRANCISCO SENIOR CITIZENS CENTER,70657.5,6886.42,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2010,No,1,Public Protection,ECD,DEM Emergency Management,BIV,Emergency Services,521,Non Personnel Services,552,Taxes; Licenses & Permits,552410,Payments To Other Govt,2S,Special Revenue Funds,2SPPF,Public Protection Fund,4.0,Grants,ENED1000001402,COUNTY OF MARIN,286862.0,0.0,,28138.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
